1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,target,n
36,77,69,4,50,9,92,77,64,6,51,81,39,94,57,43,82,48,87,2,31.6078407,20
2,65,22,35,68,79,70,61,74,75,38,30,30,1,94,89,83,77,79,97,28.31012971,20
27,97,23,71,30,94,62,3,27,83,96,33,15,23,1,34,23,15,33,68,29.55583926,20
92,40,82,62,93,92,94,100,48,69,95,16,85,57,13,38,85,79,100,99,34.48050607,20
79,88,19,2,12,92,80,41,73,6,80,88,58,28,8,2,37,54,54,12,24.11284096,20
6,10,52,45,96,17,39,52,31,96,49,41,99,84,64,12,78,86,64,28,33.34500764,20
92,52,75,43,35,61,55,26,81,51,43,80,73,80,75,3,8,76,7,5,30.85224229,20
51,18,71,84,44,45,8,31,95,44,51,23,71,87,70,62,1,26,10,100,30.44030503,20
66,84,83,48,32,40,46,72,6,19,63,3,1,17,18,96,77,79,87,87,28.96080115,20
84,34,81,91,63,78,89,28,41,46,18,20,80,62,5,11,94,77,24,57,32.53702169,20
51,66,36,92,30,2,27,88,28,74,67,87,72,7,65,98,13,79,16,36,24.70934758,20
42,12,43,89,3,58,25,65,9,99,70,50,85,18,60,58,26,3,2,24,25.93149474,20
80,20,16,64,42,40,85,37,56,21,8,18,24,28,31,69,69,41,65,24,33.25890539,20
98,78,71,86,51,70,81,95,59,36,24,93,1,59,32,38,98,44,9,10,30.46841037,20
80,81,2,87,70,76,53,59,27,32,17,69,4,52,90,75,82,1,65,66,25.60380731,20
45,69,34,8,72,12,79,28,11,66,32,33,32,24,17,81,70,10,8,89,29.76598823,20
49,56,86,31,55,72,74,25,81,56,70,24,87,59,94,96,80,14,86,29,28.33667679,20
22,51,55,94,69,84,85,77,88,86,10,23,92,32,21,59,52,50,90,70,35.70976877,20
30,9,79,27,7,80,49,21,37,30,91,88,62,92,52,35,80,68,30,89,33.10449927,20
51,82,37,39,66,83,38,59,74,100,44,69,71,65,27,32,24,46,97,36,30.60798409,20
38,28,70,53,41,62,55,40,75,76,80,90,10,13,90,88,96,26,4,61,28.75490776,20
28,19,82,11,73,4,7,62,64,19,3,78,95,9,72,97,62,35,45,76,29.88539869,20
8,63,38,63,83,23,64,91,94,99,1,18,29,75,37,30,28,90,39,99,30.96390706,20
74,14,23,77,77,71,35,59,29,43,28,32,65,75,9,79,82,86,76,34,25.61699474,20
31,59,73,10,98,82,85,83,40,65,42,66,65,96,90,88,80,49,75,54,31.21113735,20
7,85,54,68,68,43,81,95,11,58,99,98,55,33,50,68,46,3,46,69,31.09735945,20
72,33,34,54,98,64,22,22,57,96,76,27,75,66,17,93,52,29,46,56,32.60601573,20
43,93,63,60,84,73,92,46,22,8,21,44,76,7,3,16,12,100,99,11,30.08274355,20
35,40,92,98,46,1,86,100,89,85,19,12,11,8,72,69,14,93,38,10,31.13760462,20
71,22,11,83,53,82,29,87,88,24,36,38,19,30,94,94,67,37,91,14,22.48525252,20
74,21,70,75,43,54,73,30,79,45,78,62,51,54,9,68,50,57,59,23,40.83429488,20
50,89,2,71,31,78,56,56,22,70,57,6,95,3,77,61,38,79,88,93,29.98700988,20
90,54,7,70,88,65,7,42,32,53,7,15,10,77,89,45,94,44,55,29,23.56326873,20
49,19,47,78,91,100,14,96,88,78,70,43,56,53,82,12,81,5,86,81,33.56216275,20
27,67,73,65,25,6,50,34,87,93,4,37,6,1,90,57,96,60,72,2,29.9139974,20
26,85,75,66,66,25,41,23,1,48,23,86,78,60,4,52,63,29,27,71,29.61012648,20
78,99,47,49,35,60,73,64,61,54,17,63,94,23,98,73,30,67,42,9,28.04026607,20
54,82,62,2,80,4,4,38,48,27,12,31,89,89,15,80,37,92,19,56,21.68422257,20
54,35,6,53,71,6,16,86,20,86,81,48,71,89,48,16,56,42,51,35,26.06224842,20
91,81,5,17,20,40,45,58,17,39,49,81,33,55,87,31,4,96,27,38,22.32555438,20
28,42,96,47,35,54,99,88,46,64,69,38,37,12,87,4,22,1,48,37,34.66187908,20
55,71,41,92,13,51,8,55,57,7,96,91,26,63,70,3,59,22,54,15,25.67725494,20
23,32,55,62,37,69,98,87,73,69,19,99,92,41,96,65,88,87,8,14,29.75140178,20
49,85,17,44,14,24,37,71,34,55,27,52,96,1,50,85,43,84,9,93,25.40726655,20
71,56,62,17,23,9,94,28,96,20,93,9,45,49,75,67,82,58,86,52,31.3913611,20
49,36,59,31,18,90,34,45,68,59,86,28,51,77,79,81,27,71,88,95,28.65289256,20
87,69,100,27,23,30,8,36,6,71,66,11,46,40,28,19,64,25,50,64,27.05831649,20
11,5,57,96,23,86,31,63,53,97,96,24,44,38,18,80,80,54,57,67,30.63914243,20
97,87,78,38,75,55,68,52,63,17,62,49,20,72,51,42,55,44,82,66,28.84803434,20
57,25,82,72,52,51,55,33,35,20,60,69,48,84,22,81,99,77,45,13,25.01289365,20
72,36,4,44,77,56,54,79,35,38,31,36,95,12,50,80,23,77,61,25,30.93432427,20
50,45,18,71,55,28,39,10,20,3,12,33,56,12,76,95,22,72,58,51,31.8839224,20
8,37,1,82,77,99,67,13,73,48,21,21,77,8,24,75,68,54,90,17,28.04346242,20
3,8,45,33,85,50,71,58,87,27,24,49,44,49,88,97,36,69,70,79,24.15675418,20
57,71,70,1,49,13,67,98,60,75,53,77,31,72,54,72,25,22,23,9,31.56109223,20
80,82,90,45,86,12,49,9,72,91,27,9,47,100,94,52,20,50,5,50,28.73540527,20
46,5,51,21,1,86,49,62,60,58,83,78,52,24,55,55,45,53,30,78,29.64719452,20
62,100,69,46,89,40,31,79,90,69,94,23,36,10,40,89,37,73,90,80,33.05280322,20
86,51,10,34,39,65,89,25,65,50,91,72,53,79,12,34,44,42,65,18,27.24745257,20
58,43,39,30,100,62,86,31,97,15,28,16,11,43,90,47,82,65,48,98,25.85247061,20
46,69,23,3,93,58,2,24,93,57,64,97,56,65,77,31,55,10,36,61,38.90664361,20
25,93,83,25,94,79,47,26,56,35,5,74,44,73,44,65,6,53,89,59,34.27567804,20
72,11,76,70,95,55,38,49,16,50,87,4,18,38,97,61,12,54,53,62,29.23460488,20
11,16,64,53,4,43,45,45,11,60,33,45,22,19,45,37,14,42,80,33,27.67083298,20
44,99,65,75,57,87,17,73,79,7,21,8,12,34,28,50,14,99,48,39,27.01504066,20
43,33,60,55,48,10,18,89,98,40,88,64,89,61,25,55,72,91,34,97,24.34337216,20
86,58,85,91,20,67,10,60,3,8,39,37,21,67,76,91,36,50,88,14,30.87228835,20
15,7,83,54,49,44,7,67,22,90,61,53,64,86,33,94,14,77,17,6,31.14721636,20
52,11,69,16,38,47,1,60,67,27,62,83,5,4,46,94,39,52,31,95,28.34026352,20
19,47,43,80,36,82,79,51,11,54,77,18,47,77,93,29,96,5,99,93,32.68452294,20
93,73,49,73,65,62,54,87,58,61,27,28,9,55,69,94,64,82,87,16,33.6790898,20
1,56,72,89,72,33,50,9,3,97,79,31,63,27,11,17,44,31,23,71,26.18525674,20
68,74,92,69,36,69,67,44,53,47,17,35,26,12,51,71,7,30,77,35,28.10004289,20
71,68,70,72,41,21,75,82,34,33,98,26,96,89,66,51,95,67,35,93,32.03121358,20
36,82,24,89,64,42,95,15,17,61,75,46,81,60,42,73,25,10,33,19,33.86706019,20
19,31,26,50,91,60,51,20,91,3,81,74,95,8,78,88,70,89,73,28,36.24417401,20
95,11,47,36,20,78,7,16,78,2,53,19,83,34,20,25,41,79,61,18,23.26555217,20
62,17,93,15,23,13,82,52,19,10,7,54,53,47,11,87,93,61,1,71,25.73236915,20
91,46,33,28,45,36,98,49,65,16,21,37,59,44,52,90,20,64,41,6,33.55852453,20
34,39,40,96,95,78,51,45,19,42,56,67,73,48,33,69,25,43,61,63,30.26890884,20
26,19,34,73,100,49,64,64,12,61,69,48,94,28,14,56,38,98,73,68,30.56735881,20
33,74,54,35,97,92,11,15,21,86,37,47,85,5,15,47,59,16,39,15,31.81581701,20
78,43,10,86,75,53,89,11,27,43,74,57,77,11,66,37,37,15,87,48,27.21206807,20
91,80,2,100,44,48,35,62,38,61,85,31,2,100,86,35,74,5,31,21,22.38558927,20
44,98,86,18,64,89,95,66,84,73,9,27,22,58,36,75,37,88,66,70,25.30462327,20
93,93,37,27,85,22,80,51,31,73,97,65,75,98,48,20,7,84,61,13,31.51617905,20
9,8,97,97,33,58,96,88,47,78,73,52,5,74,23,18,27,23,5,10,29.02883844,20
82,74,46,84,17,90,63,43,62,19,7,56,10,10,42,13,88,100,84,71,29.40008464,20
73,99,100,5,35,63,51,95,27,98,64,45,56,9,51,99,1,91,41,23,34.13017941,20
15,40,84,53,30,27,65,2,18,26,95,73,38,71,95,7,51,96,94,91,29.59846732,20
97,75,100,30,88,51,59,18,66,100,61,9,18,33,47,95,23,43,89,15,30.42248668,20
99,19,77,64,52,39,50,61,74,48,51,18,3,94,6,24,10,76,72,39,29.47651788,20
20,27,91,62,77,17,37,31,16,56,67,76,94,33,50,89,88,23,72,27,30.27236868,20
89,28,62,7,68,93,86,44,4,16,84,6,15,78,24,92,73,38,58,36,29.38805869,20
21,46,71,14,96,79,16,64,15,54,95,36,72,66,69,87,68,26,24,27,30.14230451,20
94,79,30,58,34,67,92,9,21,67,80,97,32,3,74,94,87,68,65,40,34.88251584,20
69,14,30,78,74,15,94,54,17,16,34,53,40,4,21,20,93,87,84,45,34.08982541,20
39,27,91,95,87,83,28,17,11,58,32,32,3,58,9,58,11,95,55,66,22.99396699,20
61,49,48,2,69,71,51,46,12,60,42,33,44,33,6,50,53,95,69,77,29.08533966,20
77,93,45,1,43,74,5,23,82,45,10,87,24,17,92,34,39,6,20,65,29.24603071,20
100,68,15,52,9,16,19,21,14,71,61,69,28,50,29,95,5,14,70,22,30.90028111,20
73,31,14,53,48,95,15,24,49,8,34,31,82,42,39,81,25,93,78,30,30.0570074,20
40,56,68,3,66,61,32,35,72,37,78,65,72,19,67,8,20,75,17,51,26.09621006,20
45,55,39,12,88,19,93,91,44,69,74,76,49,40,7,43,71,93,90,30,27.07012202,20
73,30,1,36,69,54,5,23,27,58,60,77,20,100,62,77,97,75,23,30,31.57881066,20
53,26,49,14,43,55,47,94,28,98,85,82,63,5,61,52,46,16,70,61,27.3541151,20
31,5,16,75,89,44,25,63,29,24,90,41,8,8,30,42,40,51,37,20,26.73123125,20
74,98,43,99,86,76,72,87,32,73,8,7,25,82,28,72,51,74,36,2,28.23786105,20
89,87,35,71,2,56,48,17,40,53,44,31,19,41,7,93,99,33,35,91,27.75579453,20
71,81,58,90,13,64,8,79,94,49,98,75,33,89,92,42,58,87,33,52,33.89284708,20
89,94,42,71,15,5,47,89,94,92,72,2,74,55,22,9,71,27,99,42,25.82981464,20
90,24,32,38,4,90,32,75,33,63,27,93,1,62,83,73,27,58,5,5,24.94814778,20
91,11,46,80,4,67,72,33,63,36,55,76,42,48,49,55,58,34,11,96,27.57039397,20
1,6,61,53,73,50,63,74,79,21,7,67,42,40,14,93,59,66,29,78,34.27046057,20
93,7,30,58,2,49,62,92,4,18,34,3,7,79,4,64,23,55,44,8,30.79775826,20
16,45,70,76,95,21,65,28,77,46,73,46,79,4,15,75,36,99,92,58,36.14169989,20
33,38,36,1,59,90,19,56,32,12,14,97,59,19,75,86,98,87,54,52,31.76722877,20
12,56,5,62,64,40,34,64,85,28,88,44,30,54,57,51,6,27,24,14,34.77290797,20
49,92,2,29,13,64,88,62,33,64,43,100,84,7,52,62,78,9,71,75,29.67107827,20
33,3,68,54,3,31,52,94,100,8,64,30,93,48,26,47,58,44,62,77,34.53073227,20
67,76,15,48,89,37,26,3,82,37,48,79,87,98,77,70,49,85,9,32,29.87169879,20
95,67,54,49,53,12,43,79,49,100,68,62,72,73,18,62,57,36,90,62,33.67326189,20
30,80,41,93,70,87,44,88,96,59,28,16,32,79,18,48,59,52,48,56,29.43481402,20
60,48,48,33,54,7,38,100,88,96,20,30,49,70,84,92,8,32,43,59,26.83413707,20
49,76,80,89,22,70,93,10,85,27,59,62,26,5,14,80,95,23,83,77,30.97471146,20
36,17,44,78,70,31,72,75,43,96,66,84,40,41,72,89,82,76,45,38,26.6219747,20
67,92,87,70,81,93,1,64,5,67,56,100,2,64,66,57,34,65,16,27,27.97505184,20
26,21,72,30,21,92,1,64,53,20,9,38,54,96,38,22,15,12,1,94,31.31992595,20
18,29,27,28,8,13,16,45,25,59,49,8,7,68,93,23,81,71,58,10,28.64035765,20
30,59,3,35,8,32,27,49,35,57,50,66,94,90,77,37,34,45,35,60,27.10686779,20
83,13,89,55,91,8,4,33,23,27,65,28,3,32,50,59,30,71,21,12,27.63358932,20
54,33,91,44,33,51,41,85,51,84,40,87,29,69,75,12,70,75,74,56,28.84055785,20
83,83,35,78,36,50,38,92,1,86,17,61,76,7,45,43,41,79,34,40,24.32045365,20
68,20,39,32,16,59,47,14,31,90,34,52,34,64,7,70,78,59,60,15,25.17658957,20
4,36,15,79,82,23,66,18,33,13,66,41,11,29,22,64,91,92,85,89,34.92984742,20
3,7,74,72,29,41,58,1,1,9,42,74,36,18,29,49,71,88,68,37,27.14197249,20
55,78,94,86,83,52,16,90,31,42,47,57,23,77,61,98,80,77,18,45,32.32141725,20
66,68,35,75,43,45,57,51,85,93,42,46,67,31,24,74,35,87,65,67,32.03643698,20
31,25,26,21,10,41,14,95,34,91,92,37,60,19,89,53,40,37,21,59,30.90685195,20
12,96,84,18,38,22,9,39,11,65,26,81,28,8,89,70,58,37,84,33,25.21137166,20
46,48,59,80,39,95,43,69,41,20,84,44,77,16,79,86,51,97,82,92,33.54266325,20
67,4,96,46,68,7,95,30,26,28,29,42,28,46,99,29,67,88,74,50,34.52427847,20
97,66,94,50,83,19,11,86,49,74,64,90,93,79,51,95,71,25,81,24,40.00634537,20
40,59,28,6,13,45,56,66,58,3,91,41,26,82,66,76,93,58,13,29,29.8070929,20
95,41,33,14,88,73,99,51,54,8,69,54,63,42,4,79,5,13,14,32,29.95877866,20
74,17,87,97,44,100,94,96,55,31,80,47,89,34,16,2,39,54,14,72,26.6107439,20
47,85,22,99,76,58,27,13,13,44,90,98,55,76,16,94,66,52,73,24,31.44659938,20
33,3,65,17,97,47,91,10,79,86,50,24,16,1,2,73,83,7,83,21,25.11567157,20
2,78,31,91,76,57,68,11,47,83,85,41,93,68,96,38,20,3,24,90,34.26849511,20
37,16,44,7,48,81,48,19,19,90,24,85,68,21,3,92,24,33,13,100,30.9396234,20
17,52,16,21,99,13,14,47,22,41,29,34,60,3,34,64,15,18,9,35,26.28449846,20
15,60,3,58,80,33,57,74,14,15,57,59,20,93,7,63,86,11,86,45,31.61621765,20
36,82,49,46,79,59,58,38,96,51,40,24,18,18,66,67,16,57,67,43,28.00570373,20
73,78,92,46,58,71,84,31,93,3,58,100,92,41,25,20,7,100,78,84,30.32597335,20
81,95,29,43,16,91,82,85,22,1,59,58,2,49,100,55,71,58,98,63,27.9825663,20
42,74,82,37,76,32,44,82,39,6,63,77,82,86,44,54,75,65,29,21,22.54174983,20
21,44,51,19,74,34,99,50,59,63,87,45,43,36,75,70,72,78,93,10,31.04231766,20
40,96,87,21,25,86,62,11,94,41,16,56,13,96,5,4,57,77,18,74,32.12221907,20
79,65,13,92,3,100,5,89,87,66,95,65,58,57,21,93,90,41,36,21,29.30672404,20
12,42,89,37,16,40,64,13,33,53,35,17,9,3,55,31,76,27,96,1,23.40376328,20
18,41,23,21,2,61,40,34,45,16,19,80,31,82,44,5,42,29,81,27,25.26394165,20
100,61,90,20,31,64,83,17,47,35,37,38,37,28,87,86,62,64,59,9,28.75374132,20
41,45,25,41,89,90,13,94,43,78,29,66,78,43,64,58,57,28,67,6,30.95946305,20
90,35,69,92,96,17,16,26,53,84,35,70,53,99,89,34,4,31,71,65,30.50112906,20
29,8,16,17,95,2,11,84,16,94,5,94,44,25,18,22,77,68,31,63,27.68591835,20
13,67,14,11,83,45,59,51,20,52,4,96,4,7,82,80,21,1,58,33,30.21954285,20
62,68,42,54,90,69,77,56,28,71,22,65,17,72,21,63,16,67,39,49,30.24310198,20
87,80,11,32,38,32,25,32,64,50,84,40,87,26,61,16,58,27,17,22,26.53540522,20
61,30,7,11,65,75,74,14,99,65,53,6,79,20,39,62,52,32,24,26,25.56937715,20
79,53,15,8,81,58,100,33,93,74,94,41,26,78,11,53,46,67,47,48,28.76642637,20
85,99,1,94,92,63,49,79,27,23,14,55,4,75,21,23,62,13,95,90,37.8877031,20
56,28,24,82,15,21,34,37,24,1,77,31,90,58,16,91,18,98,99,40,24.6909477,20
52,45,43,81,27,11,100,78,73,39,65,43,49,90,53,50,20,82,4,31,25.8182561,20
12,60,48,19,9,91,40,5,3,69,55,51,97,70,87,84,18,30,3,61,27.0922439,20
3,50,76,83,27,7,79,77,22,91,61,79,78,40,95,49,91,44,39,71,30.93605436,20
78,41,47,54,72,96,38,11,58,48,34,36,84,48,42,70,7,100,19,57,28.46675407,20
29,33,51,89,40,26,80,58,80,94,2,60,56,42,29,47,18,53,89,18,31.16408965,20
18,31,70,60,77,16,64,94,98,95,6,18,86,81,97,58,59,98,97,97,27.1602986,20
10,62,58,70,21,8,30,86,12,94,78,65,72,50,98,8,37,64,25,7,30.27057515,20
89,56,97,2,60,46,89,66,47,39,25,8,54,43,46,84,39,87,96,50,34.14309897,20
91,84,77,34,14,8,33,43,41,39,73,1,29,69,73,23,10,100,53,74,32.48195032,20
52,55,64,71,3,4,57,19,60,89,6,41,1,15,81,7,99,41,58,23,32.14089159,20
32,8,86,92,29,50,45,48,8,63,11,85,65,37,35,84,30,2,94,43,33.69742294,20
68,74,55,27,54,21,4,88,54,6,22,12,93,54,17,14,84,65,82,8,27.72486925,20
55,85,15,8,32,25,66,30,58,98,41,16,96,58,66,9,30,34,4,92,32.31534905,20
15,82,58,44,38,16,76,24,59,44,98,14,17,60,42,91,17,81,63,22,23.96246135,20
11,86,72,10,43,76,78,7,90,67,99,53,46,23,41,62,12,32,45,51,29.5662891,20
34,15,74,31,71,95,27,74,85,43,63,55,40,46,69,52,29,9,3,4,34.21576293,20
8,40,64,42,28,72,85,35,30,79,100,31,89,86,80,32,80,80,99,65,28.65994093,20
19,1,17,75,100,94,46,13,15,57,16,40,10,50,18,68,56,26,6,39,28.67640176,20
3,48,28,100,28,50,70,2,99,48,62,100,83,18,56,52,18,92,7,38,30.91610401,20
100,97,21,16,85,43,32,98,94,100,29,100,6,1,41,46,56,70,13,94,34.83813329,20
78,9,50,21,10,12,94,57,54,76,45,53,68,93,60,56,9,26,70,89,33.04707326,20
52,55,8,64,41,56,76,17,94,81,88,92,26,68,76,75,25,1,18,44,34.49015423,20
67,36,96,62,39,43,3,21,61,94,97,27,41,40,93,16,93,14,83,8,33.44560157,20
90,92,46,55,88,24,53,86,10,37,91,61,64,8,86,20,54,26,62,29,25.51445256,20
2,70,27,84,84,40,74,31,61,46,74,92,87,1,81,82,11,66,72,86,26.71495822,20
52,95,94,28,47,70,69,31,67,42,54,26,2,4,71,11,52,48,9,8,34.97702871,20
2,37,9,14,9,72,93,76,43,79,60,94,17,28,22,51,94,52,77,19,34.68053418,20
50,52,43,70,41,83,7,54,24,79,3,40,86,82,56,18,26,6,44,3,28.23637213,20
92,29,44,43,50,46,36,37,21,41,30,66,91,39,56,96,32,65,26,32,33.40441484,20
19,100,1,93,47,25,2,49,21,48,31,76,21,70,34,20,82,4,32,81,36.20332799,20
97,5,90,16,31,82,63,40,28,50,91,33,77,41,55,67,13,12,91,92,24.56890892,20
49,59,48,60,76,1,5,36,37,41,22,71,54,83,73,6,46,2,11,80,33.44207941,20
8,20,1,18,55,29,91,3,4,15,59,36,7,51,72,23,12,94,54,61,32.29031586,20
75,62,83,99,30,16,37,42,72,66,85,22,33,54,98,71,80,41,40,29,27.24174682,20
85,61,46,91,95,84,50,30,51,94,80,49,6,66,12,36,19,18,75,56,34.23701864,20
96,25,77,65,54,53,57,46,25,19,51,92,3,51,95,13,95,53,74,16,34.64284389,20
74,16,20,26,8,60,19,16,9,35,92,40,7,24,88,58,89,75,48,55,26.64473655,20
77,57,5,12,77,10,2,75,99,49,68,42,62,71,99,65,30,49,22,61,20.40737205,20
46,58,87,72,97,69,10,48,41,84,44,73,90,10,43,50,74,3,45,53,33.26499978,20
93,70,65,17,16,41,40,97,73,24,55,50,47,100,55,11,21,67,88,65,31.34270865,20
23,98,12,74,8,20,70,74,57,13,24,26,59,58,33,90,67,66,18,76,31.13470125,20
86,46,28,69,37,19,46,72,49,16,34,88,59,79,13,68,99,73,80,92,30.24871944,20
6,66,11,40,91,43,58,14,51,85,1,19,98,77,82,82,45,78,85,30,30.36759752,20
12,54,70,23,31,14,42,41,52,51,54,22,44,2,80,51,86,27,18,75,30.57114076,20
23,55,16,50,25,21,34,29,16,44,80,85,93,96,61,97,27,71,11,36,25.79981348,20
74,22,38,82,8,18,3,99,46,55,19,26,59,85,83,98,63,85,66,27,29.5244088,20
64,75,9,75,10,56,69,12,97,18,67,72,89,24,47,47,7,79,33,71,24.73156426,20
17,42,50,80,11,49,50,74,40,18,29,98,74,20,78,37,20,6,78,51,27.70118993,20
91,39,64,21,48,70,39,48,78,31,94,35,68,65,37,14,85,44,67,61,30.78588156,20
82,45,73,95,43,7,40,25,50,83,1,32,98,93,93,97,75,72,75,91,28.00040577,20
42,30,84,21,98,53,58,71,70,82,25,56,57,6,22,44,88,11,34,16,28.05375646,20
41,34,39,41,77,56,90,74,99,94,24,31,20,77,77,20,11,91,38,32,27.10213595,20
58,70,56,16,6,71,33,32,37,76,23,19,49,40,22,34,63,53,40,55,28.00846696,20
63,20,2,11,14,98,50,87,54,92,89,5,63,94,85,97,93,9,58,68,37.39331532,20
15,14,29,21,22,38,43,23,61,31,73,50,39,27,48,41,78,99,30,83,30.82481067,20
75,21,92,38,76,93,7,100,15,39,19,12,38,51,64,85,87,85,27,12,32.97150827,20
43,39,11,90,5,70,92,9,37,38,11,7,4,29,89,83,83,91,51,82,29.29031652,20
34,30,100,22,42,34,29,22,31,30,78,19,5,9,76,47,96,13,77,29,29.9059722,20
68,77,45,83,3,32,79,19,80,46,28,24,31,47,27,27,39,37,25,36,29.30128597,20
87,62,74,87,29,59,98,25,71,75,3,40,99,37,28,53,45,64,91,33,27.0856699,20
69,45,20,71,94,66,89,87,69,59,57,54,47,25,60,17,41,73,3,84,34.16888743,20
13,72,87,87,40,51,55,78,60,95,84,30,21,30,57,34,12,63,30,72,26.85148422,20
48,51,33,85,95,26,24,74,80,60,42,47,70,92,94,96,37,4,91,33,32.46526918,20
71,56,28,13,31,5,99,85,45,94,58,88,30,1,44,97,76,30,77,23,35.23777297,20
68,17,46,89,3,75,67,3,12,14,36,42,62,65,23,73,73,35,18,56,22.33111552,20
6,89,100,21,20,87,34,86,33,28,45,12,77,30,77,55,52,81,35,27,22.40083825,20
5,60,11,33,6,44,23,13,21,88,65,90,90,98,59,13,71,94,49,29,25.20765475,20
48,95,90,16,91,57,2,82,65,19,41,35,97,58,16,42,48,51,34,31,31.67757412,20
78,82,75,18,10,4,74,35,75,88,94,74,27,63,53,83,52,10,93,9,31.64762333,20
78,55,43,1,51,53,43,7,7,12,25,46,30,62,59,63,97,95,87,15,24.37566733,20
5,16,60,16,18,37,23,58,16,56,70,72,31,90,20,11,64,62,28,66,30.76483052,20
69,60,3,65,59,31,83,45,63,25,82,7,78,29,55,62,98,35,71,74,31.47404044,20
72,61,70,28,76,91,93,2,21,83,77,87,100,37,53,25,73,76,61,43,33.28658636,20
80,24,41,35,7,88,63,80,32,97,73,22,70,56,99,4,29,17,19,43,27.82677411,20
48,93,46,83,55,4,68,42,89,10,44,14,30,20,49,41,36,79,57,81,39.07373826,20
13,8,18,82,17,86,30,35,88,56,7,97,62,24,61,68,82,14,85,19,29.44528387,20
98,56,1,4,55,1,14,51,8,88,67,79,70,15,88,86,22,49,48,50,24.82113192,20
19,36,81,16,40,18,94,97,63,47,61,68,88,50,75,57,68,88,73,86,38.90806762,20
22,77,28,46,62,22,99,42,70,21,37,44,44,20,26,93,35,84,2,74,29.60229441,20
98,70,17,31,76,50,36,22,54,79,16,37,87,59,18,25,23,92,31,73,29.54073734,20
4,45,32,89,16,84,16,10,39,7,64,88,34,77,14,84,95,48,90,76,25.85930896,20
77,57,43,72,58,15,16,79,49,24,24,57,47,74,80,1,55,21,81,44,25.9439445,20
7,50,71,5,53,83,94,74,96,79,19,43,89,24,10,99,58,28,2,57,31.25835459,20
94,16,75,84,49,35,36,9,4,8,91,80,48,16,23,50,58,98,87,60,26.80583684,20
20,3,8,75,60,20,21,5,34,50,37,42,1,39,97,29,17,50,81,93,29.08506912,20
95,76,58,96,10,26,72,16,36,11,10,7,5,60,27,78,80,67,37,49,27.95697203,20
13,65,78,56,50,89,62,68,49,56,22,54,7,35,32,56,33,9,61,37,29.670687,20
5,90,88,32,87,38,81,91,52,79,71,47,55,81,73,59,43,9,61,94,31.78315993,20
13,90,53,87,75,55,68,2,70,10,46,68,55,63,4,43,26,59,13,88,28.15044614,20
55,95,68,99,34,82,65,7,40,66,73,23,86,82,4,19,8,1,50,79,26.6873556,20
81,95,46,17,43,64,58,16,71,15,62,21,83,75,50,74,12,88,22,61,31.26563341,20
64,82,59,42,79,40,80,47,71,4,98,64,20,68,15,38,23,92,13,50,24.39054526,20
7,40,25,49,9,65,100,50,33,58,75,22,94,52,86,8,52,29,44,100,25.44391094,20
6,8,39,30,38,59,48,78,59,59,86,33,24,40,71,29,90,27,22,47,25.28906971,20
97,20,74,18,55,15,86,94,42,92,67,69,18,66,100,73,48,14,27,50,29.74384644,20
88,19,9,71,41,50,82,22,26,47,56,27,38,81,13,39,78,44,88,82,25.28490279,20
86,46,84,70,48,20,70,41,36,81,25,80,76,18,40,30,17,22,4,95,32.93654867,20
98,100,96,34,76,91,31,12,100,74,2,69,77,53,18,33,1,51,30,15,31.39294796,20
57,74,17,72,72,73,91,98,7,42,98,91,6,81,78,3,14,58,64,52,29.47217889,20
73,29,21,66,83,95,5,25,36,41,38,91,75,73,17,24,98,62,27,24,35.45268862,20
5,20,80,29,97,13,92,11,44,31,2,49,17,63,43,97,86,30,2,91,25.34099948,20
59,91,49,83,54,21,24,51,2,94,40,46,46,34,41,84,7,78,5,3,28.64616976,20
53,71,86,15,18,27,92,31,42,99,64,60,13,79,11,3,38,22,26,9,27.99566147,20
97,27,61,44,100,3,73,26,51,34,37,32,73,75,4,5,16,55,29,41,22.63374496,20
38,38,22,92,82,38,98,70,4,16,73,96,78,26,26,28,27,4,44,38,26.00536758,20
6,87,60,32,78,24,40,70,20,72,68,9,2,68,82,29,82,8,25,40,28.2011192,20
65,30,87,91,31,85,30,64,21,17,3,20,94,8,100,39,36,9,91,59,25.82200923,20
17,31,16,40,77,61,18,78,33,56,62,79,56,74,38,53,22,17,84,21,26.05652122,20
46,3,68,69,40,88,33,67,56,55,58,100,6,54,58,44,48,86,93,1,30.94438236,20
32,71,36,38,20,94,64,100,39,7,29,98,1,25,60,30,44,39,29,99,30.31132145,20
15,23,100,26,58,71,23,93,93,4,89,2,7,40,62,94,38,62,100,77,28.87484469,20
94,12,87,51,32,15,23,89,27,53,14,96,2,60,14,99,55,94,41,94,32.07916148,20
95,11,42,38,95,24,37,8,3,78,90,66,20,5,68,86,47,66,12,2,26.57384857,20
5,53,1,30,68,17,27,14,70,63,20,77,38,32,78,56,15,30,71,11,27.44784266,20
33,29,52,85,50,56,49,48,59,31,12,90,73,39,91,78,65,20,90,74,30.76202331,20
82,99,75,29,91,10,33,23,24,90,28,81,20,10,57,31,18,20,18,100,28.11161855,20
52,7,22,36,40,5,66,50,42,100,76,61,93,47,40,38,15,39,73,68,31.24966735,20
97,67,71,48,36,61,38,28,31,6,24,26,58,10,51,56,26,95,47,43,27.70452584,20
